Geo Point;Geo Shape;Id_Strassentyp/Weg;Strassenname;Strassennetzhierarchie;Strassennetzhierarchien Beschreibung;Gemeinde;Kategorie;Weg
47.54824341532573, 7.580473431454759;"{""coordinates"": [[7.580021482606699, 47.547966046330984], [7.580365101472121, 47.54816356377159], [7.580483974580625, 47.54819692994522], [7.580572692262175, 47.54825488567752], [7.580602348340422, 47.54832229376856], [7.58066080319598, 47.548379368916066], [7.580714879650203, 47.54843839202105], [7.580784360931458, 47.5484856594624], [7.580860365180651, 47.54852808925555], [7.580903626532867, 47.548546329774936]], ""type"": ""LineString""}";600155;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.559815292593896, 7.567003310472853;"{""coordinates"": [[7.567136695325509, 47.56009142842858], [7.566869925620201, 47.559539156759215]], ""type"": ""LineString""}";1792;-;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.52143979445915, 7.589798034305162;"{""coordinates"": [[7.58976128006266, 47.521438758401125], [7.589834788547664, 47.52144083051717]], ""type"": ""LineString""}";1793;-;;;Basel;;
47.543976616375105, 7.57741728707673;"{""coordinates"": [[7.577375010132115, 47.5439029640087], [7.577376836176326, 47.54391562506761], [7.577387339455029, 47.543934769303924], [7.577401115538778, 47.54395592424897], [7.577417678616372, 47.54397614951627], [7.577436855569936, 47.54399527442902], [7.577444541692569, 47.544013945343515], [7.577451245336142, 47.54403278830884], [7.577456993018602, 47.54405178530602]], ""type"": ""LineString""}";1795;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.55236857733859, 7.575839553899238;"{""coordinates"": [[7.575845451245105, 47.55237353113804], [7.575845411298046, 47.552373495210084], [7.575833655357533, 47.55236362491516]], ""type"": ""LineString""}";1802;-;;;Basel;;
47.55044269163231, 7.616860771331895;"{""coordinates"": [[7.617480838887289, 47.55080762825299], [7.617480785779451, 47.55080763732832], [7.617455219219418, 47.55081345958699], [7.617435025306828, 47.55081304990736], [7.617388643675445, 47.550815459506246], [7.617342132329155, 47.55081483838864], [7.617159618207597, 47.55082353655371], [7.617023449492286, 47.55081899656598], [7.616887783423878, 47.5508098238624], [7.616752952330086, 47.55079607189894], [7.616706795477232, 47.55079020662199], [7.616661506769807, 47.550781749796464], [7.616617431820657, 47.550770763851276], [7.616574849789418, 47.55075730232373], [7.616534093182675, 47.55074148162627], [7.616490718844666, 47.55072146482751], [7.616472941294036, 47.55071264212349], [7.616457694609757, 47.55070187289919], [7.616444296699195, 47.550687782152025], [7.616432908545016, 47.550666853076635], [7.616429559473241, 47.55064650531216], [7.616431808271884, 47.5506316711678], [7.616440887752572, 47.55055776456867], [7.616441048530699, 47.55053823886951], [7.616443600744755, 47.55051878146808], [7.616448544901578, 47.55049954525742], [7.616455841534978, 47.55048064721642], [7.616465437984463, 47.55046223132517], [7.616483793604753, 47.55041334018575], [7.616496088603874, 47.550363585906396], [7.616502270999897, 47.550313310331404], [7.616491257967684, 47.550217579573456], [7.61649108344034, 47.55019710104531], [7.6164967617806, 47.550182927196474], [7.616507240199914, 47.55017007709075], [7.616528406596321, 47.55015543888288], [7.616616831730741, 47.550120839645935], [7.616697047902965, 47.5500944731943], [7.61677941357805, 47.55007134115202], [7.616809137285038, 47.550061366554424], [7.616839982418883, 47.550053054078596], [7.616871710044693, 47.550046458052094], [7.61690412105087, 47.550041623747845], [7.616937002981745, 47.55003857847193], [7.61697014341194, 47.55003735852448], [7.617401659152595, 47.55004514188479], [7.617420924046561, 47.55004590375328], [7.617440176078676, 47.55004679155099], [7.61745941521893, 47.550047796284254]], ""type"": ""LineString""}";1805;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.57294696269338, 7.655334331343357;"{""coordinates"": [[7.655346703144998, 47.57295154442786], [7.655321959541716, 47.57294238095889]], ""type"": ""LineString""}";1810;-;;;Riehen;;
47.575363000004835, 7.603179653084094;"{""coordinates"": [[7.603499529379072, 47.57550451889783], [7.603477747723904, 47.5755051253065], [7.603456349081306, 47.57550494871955], [7.603435510564057, 47.5754967849521], [7.603415106992043, 47.5754917413715], [7.603395417455163, 47.57548550961251], [7.603376601664753, 47.57547816139913], [7.603358792611705, 47.57546972352484], [7.603342136743897, 47.575460276726105], [7.60299913895959, 47.5752648517517], [7.602955767589105, 47.57523769804979], [7.602915314106384, 47.575208561609145], [7.602877964994827, 47.575177577075095]], ""type"": ""LineString""}";1814;-;;;Basel;Wege;Waldweg
47.53050134626031, 7.591480297089374;"{""coordinates"": [[7.59143678057125, 47.531147328967435], [7.591477338562902, 47.53077199076958], [7.591495743603032, 47.53039586314251], [7.591491958021803, 47.530019539738674], [7.591484565677359, 47.529853910257394]], ""type"": ""LineString""}";4045;Wasserturm-Promenade;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.52932846564454, 7.591502007024049;"{""coordinates"": [[7.591484565677359, 47.529853910257394], [7.591461591732705, 47.529338297662], [7.591462749758422, 47.529264969512504], [7.59147275256005, 47.52919194454008], [7.591491521841848, 47.52911971750527], [7.591518952725982, 47.52904877420799], [7.591554847332504, 47.52897958258068], [7.591598967948213, 47.528912610606554], [7.591676159628951, 47.52885711625557]], ""type"": ""LineString""}";4046;Wasserturm-Promenade;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.56239006952107, 7.592461973526206;"{""coordinates"": [[7.592526123003118, 47.56233753682501], [7.592507748301241, 47.56235200499351], [7.592482082026407, 47.562372211781295], [7.592439864320339, 47.562407909598015], [7.592399509644817, 47.56244459424973]], ""type"": ""LineString""}";4053;Untere Rebgasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.56273109988204, 7.592174254030872;"{""coordinates"": [[7.592399509644817, 47.56244459424973], [7.592322588202498, 47.562522977008165], [7.592254207352575, 47.562604918961846], [7.592194764503795, 47.562689987903774], [7.592029432648809, 47.562941463021524], [7.592013649508059, 47.562965470028324], [7.59199907221414, 47.56298832425072], [7.591984587972249, 47.56301119633602], [7.591970183520741, 47.56303409529554]], ""type"": ""LineString""}";4054;Untere Rebgasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.57101609660275, 7.658750713621845;"{""coordinates"": [[7.658443231962504, 47.57157808193959], [7.658439366535873, 47.57155921145643], [7.65842995397789, 47.57151328040131], [7.658425538031248, 47.57144793149162], [7.658430026184628, 47.57138257475423], [7.658443380873474, 47.571317776862436], [7.658465484722545, 47.57125408665099], [7.658496153874012, 47.57119204408458], [7.658535124661925, 47.57113217128974], [7.658582066940077, 47.571074981523545], [7.65865566660925, 47.571001327817534], [7.658738042067486, 47.57093206437777], [7.658828637074316, 47.57086765991135], [7.658926802336071, 47.57080857430757], [7.659031888272318, 47.57075519550754], [7.659240969188375, 47.57065792804727], [7.659308416644314, 47.5706265560037]], ""type"": ""LineString""}";4057;Talmattstrasse;;;Riehen;;
47.56984151960795, 7.661044606476927;"{""coordinates"": [[7.660650297749238, 47.56999721360115], [7.660673455640088, 47.56998632299361], [7.660734493810462, 47.56995763347244], [7.660926276373196, 47.56987565827813], [7.661126899036389, 47.56980401761902], [7.661335154442003, 47.5697431634467], [7.661373028768825, 47.56973356660285], [7.661411090559735, 47.56972431114861], [7.661449326601366, 47.56971541509656]], ""type"": ""LineString""}";4059;Talmattstrasse;;;Bettingen;;
47.55528324631891, 7.573484668305034;"{""coordinates"": [[7.573959072024593, 47.55599546335174], [7.57390133823042, 47.55590878576258], [7.573051210475549, 47.5546325052304], [7.573010282682452, 47.5545710172363]], ""type"": ""LineString""}";4060;Blauenstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.55395053468642, 7.572597045469676;"{""coordinates"": [[7.573010282682452, 47.5545710172363], [7.57296663447122, 47.55450544020882], [7.572224779969773, 47.55339160813679], [7.572183787530523, 47.55333006593705]], ""type"": ""LineString""}";4061;Blauenstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.572284293452306, 7.605884312242711;"{""coordinates"": [[7.607023441217564, 47.57134928152352], [7.60689796567341, 47.571452278670876], [7.606163077097343, 47.572055555077554], [7.605844845188901, 47.5723166762504], [7.60510405999232, 47.57292470284292], [7.604745134196516, 47.573219245595595]], ""type"": ""LineString""}";4302;Im Surinam;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.54945816879676, 7.571636462725677;"{""coordinates"": [[7.571277611689068, 47.54970766311492], [7.571389617306425, 47.54962979368873], [7.571995311841971, 47.549208671716556]], ""type"": ""LineString""}";4303;Benkenstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.548532620587174, 7.573102632922037;"{""coordinates"": [[7.57268786763116, 47.54873186528465], [7.57277578607791, 47.54867551724685], [7.573524186472272, 47.548346031167576]], ""type"": ""LineString""}";4305;Benkenstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.554510287053375, 7.588864388803158;"{""coordinates"": [[7.588858083969312, 47.55488306795166], [7.588852500404552, 47.55457944647504], [7.588869672994609, 47.55428461849563], [7.588879012172937, 47.554237218431396], [7.58889516914934, 47.55419067297549], [7.588908896114675, 47.55416345820153], [7.588917972563652, 47.554145468008024], [7.588917985722476, 47.55414542302232]], ""type"": ""LineString""}";2984;Barfüsserplatz;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.55469519795378, 7.589588000584395;"{""coordinates"": [[7.589818440276404, 47.55459978248808], [7.58980131744121, 47.554609940644134], [7.589601965245569, 47.55468872338814], [7.589356852526238, 47.554789446741985]], ""type"": ""LineString""}";2987;Barfüsserplatz;;;Basel;;
47.554538751756546, 7.589106140031023;"{""coordinates"": [[7.589340298923084, 47.55494489796205], [7.589331877723645, 47.55492672350885], [7.589323362896906, 47.554908324332516], [7.589301381921663, 47.55487300735166], [7.589274556151017, 47.55483925254514], [7.589078952633187, 47.55461750370482], [7.589047578457792, 47.55457724324555], [7.589021739420413, 47.55453522185592], [7.589001662299547, 47.554491772015446], [7.588987507570952, 47.55444727125705], [7.588979382541744, 47.55440208818793], [7.588977354636396, 47.55435658247188], [7.588981464809269, 47.5543111497811], [7.588987306962609, 47.55429105022579], [7.588995701067731, 47.554271361090024], [7.589006594436274, 47.55425224432848], [7.58901989447349, 47.55423384395988], [7.589035508534444, 47.55421628601532], [7.58905331747996, 47.554199723541245], [7.58907318875944, 47.554184264632646], [7.589094963302828, 47.55417003540623], [7.589118481964708, 47.55415713499761], [7.589143572314893, 47.554145662559556]], ""type"": ""LineString""}";2989;Barfüsserplatz;;;Basel;;
47.55502367037619, 7.589382126761351;"{""coordinates"": [[7.589358191062455, 47.555075463923366], [7.589386316068274, 47.55502345272896], [7.58939390703465, 47.554992234634085], [7.589398066369418, 47.5549690343994], [7.589398066267875, 47.55496899842463]], ""type"": ""LineString""}";2997;Barfüsserplatz;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.55508494960647, 7.5892619580810985;"{""coordinates"": [[7.589167274880405, 47.55510311458014], [7.589167327972037, 47.55510309652412], [7.589193227377847, 47.555095697198695], [7.589230437010264, 47.555085063495554], [7.589358191062455, 47.555075463923366]], ""type"": ""LineString""}";2998;Barfüsserplatz;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.555049046664415, 7.589629949311326;"{""coordinates"": [[7.589398066267875, 47.55496899842463], [7.589422513973032, 47.554979192679994], [7.589533433285958, 47.55502545682164], [7.589839971062684, 47.55510953773504], [7.589866044411583, 47.555116680909855], [7.589866097604846, 47.555116698828286]], ""type"": ""LineString""}";3000;Barfüsserplatz;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56574088031203, 7.588487681012242;"{""coordinates"": [[7.588212076689857, 47.56566345950078], [7.588628898210451, 47.56577994104697], [7.588729896147305, 47.56581074040584], [7.588762705268087, 47.56582029444209]], ""type"": ""LineString""}";3008;Feldbergstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.566395938955985, 7.591757748406507;"{""coordinates"": [[7.591383398517838, 47.56633080815578], [7.592132098295176, 47.56646106975617]], ""type"": ""LineString""}";3011;Feldbergstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.56650633168247, 7.592391810272444;"{""coordinates"": [[7.592132098295176, 47.56646106975617], [7.592556279798448, 47.566534861337196], [7.592651395982059, 47.566552300397646]], ""type"": ""LineString""}";3012;Feldbergstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.566650029671365, 7.593184455588158;"{""coordinates"": [[7.592651395982059, 47.566552300397646], [7.593717515194259, 47.56674775894508]], ""type"": ""LineString""}";3013;Feldbergstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.567333633486896, 7.597064944223278;"{""coordinates"": [[7.59655452011419, 47.567244062277666], [7.597358798667681, 47.56738538494079], [7.597575514691941, 47.56742235947908]], ""type"": ""LineString""}";3016;Feldbergstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.57030500604081, 7.665055885104456;"{""coordinates"": [[7.664629537286849, 47.570093860987875], [7.664629577269198, 47.570093887891325], [7.664651236149695, 47.570105744494946], [7.664803421590565, 47.570189108233514], [7.664943077425223, 47.570254139981365], [7.665012908011972, 47.57028725386843], [7.665150408823839, 47.57035478980991], [7.665268658469097, 47.57041099504198], [7.665406980574395, 47.57046214253732], [7.665463993283319, 47.57048416491023], [7.665489891980751, 47.570499169881494]], ""type"": ""LineString""}";3021;Obere Dorfstrasse;;;Bettingen;;
47.57262050384507, 7.6578915382889035;"{""coordinates"": [[7.657700813860167, 47.572306011388775], [7.657828938244219, 47.57231469185111], [7.658098815512534, 47.572333546582136], [7.658125939596661, 47.572339817991804], [7.658142678195075, 47.572347853765955], [7.658158850569478, 47.5723603874568], [7.658170605252288, 47.57237805589038], [7.658174219543226, 47.57239726861132], [7.658168596400546, 47.57241626492464], [7.658155044437289, 47.57243332456328], [7.65813761642605, 47.5724450582473], [7.658120090108546, 47.57245228626974], [7.657844314989467, 47.57252797549208], [7.657821586836048, 47.572537128927074], [7.657797792130714, 47.572551932410576], [7.657780364939763, 47.57257035735203], [7.657770957939642, 47.572587085364646], [7.657766913977316, 47.57260878578675], [7.657795075493774, 47.57295452253175], [7.657801674664452, 47.57315339676775], [7.65780533289712, 47.57320593106603], [7.657810641050336, 47.573265396397034]], ""type"": ""LineString""}";3331;Im Bettingertäli;;;Riehen;;
47.573488341550416, 7.657826650071519;"{""coordinates"": [[7.657810641050336, 47.573265396397034], [7.657815178824329, 47.57331527589513], [7.657837444727774, 47.573649205929], [7.657841581231771, 47.57371137156545]], ""type"": ""LineString""}";3332;Im Bettingertäli;;;Riehen;;
47.53533918428808, 7.596507709854806;"{""coordinates"": [[7.596606520554947, 47.53525763687072], [7.596429968141483, 47.535397262166846], [7.596449232344501, 47.53540868517903], [7.596463440713035, 47.535417003182914]], ""type"": ""LineString""}";3341;Sonnenbergweglein;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.5354798976045, 7.596635691711012;"{""coordinates"": [[7.596491657881519, 47.53543351354258], [7.596516549160479, 47.53544808574202], [7.596541147773345, 47.5354624874506], [7.596785181457324, 47.53551200001138]], ""type"": ""LineString""}";3346;Sonnenbergweglein;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.57099246103096, 7.660995255308774;"{""coordinates"": [[7.660640588226888, 47.571194582490186], [7.660640641272805, 47.57119455540783], [7.660662519429216, 47.571182596999], [7.66074966071062, 47.57113497088586], [7.660857679436444, 47.57107448880021], [7.660964657767241, 47.57101315419802], [7.661003065412598, 47.570991001247315], [7.661346228832357, 47.570783948276166]], ""type"": ""LineString""}";3348;Hauptstrasse;HVS;Hauptverkehrsstrassen;Bettingen;verkehrsorientierte Strasse;
47.5702564281924, 7.662770056304662;"{""coordinates"": [[7.662290174599859, 47.57032798219724], [7.662452808149295, 47.57028930227369], [7.662619842406198, 47.57026061465406], [7.662789975934613, 47.57024211968884], [7.662961880539052, 47.57023397281879], [7.66316630017199, 47.57022798439227], [7.663254876740991, 47.57022540309592]], ""type"": ""LineString""}";3350;Hauptstrasse;HSS;Hauptsammelstrassen;Bettingen;verkehrsorientierte Strasse;
47.57021925541474, 7.663790773912499;"{""coordinates"": [[7.663343440012039, 47.57022282175749], [7.663885356529585, 47.57020698813058], [7.663943793680986, 47.570207810318365], [7.66400192634528, 47.57021205067646], [7.664059289254672, 47.57021967413211], [7.664116938443148, 47.57023213562077], [7.664155567226688, 47.57024069470793], [7.664194648162858, 47.57025246366018], [7.664232553332908, 47.57026588072825]], ""type"": ""LineString""}";3352;Hauptstrasse;HSS;Hauptsammelstrassen;Bettingen;verkehrsorientierte Strasse;
47.571181341952034, 7.665599625355405;"{""coordinates"": [[7.665170915923837, 47.570999023247076], [7.665283631484312, 47.57105669621024], [7.66540009169932, 47.57111047648212], [7.665520481574569, 47.57116012086066], [7.665688616558011, 47.57122418778451], [7.665862435063228, 47.57128087751626], [7.666015126685404, 47.571322795644775], [7.666041191781172, 47.571329948657436], [7.666041245016394, 47.5713299665408]], ""type"": ""LineString""}";600507;Hauptstrasse;HSS;Hauptsammelstrassen;Bettingen;verkehrsorientierte Strasse;
47.569981865843715, 7.669878699578611;"{""coordinates"": [[7.669273024172203, 47.570251787781], [7.669299879902097, 47.57024205729772], [7.669327390538098, 47.570233188905824], [7.669355476462066, 47.57022520974384], [7.669434410577979, 47.57020253290532], [7.669513103820676, 47.57017948774856], [7.669591556149841, 47.57015606528038], [7.669693715158985, 47.57011695560623], [7.669825431938757, 47.57005080596185], [7.669906431484048, 47.56999890412041], [7.67000339648302, 47.56993286832456], [7.670033222290993, 47.569912474211606], [7.670063114639486, 47.56989210693953], [7.670093033699806, 47.56987177558125], [7.670154017323875, 47.56982867326467], [7.670215867189449, 47.56978615378199], [7.670278569968172, 47.56974420816463], [7.670331791783557, 47.56970403517163], [7.670386012828999, 47.56966446274153], [7.670441193275686, 47.569625499946035]], ""type"": ""LineString""}";3359;Hauptstrasse;HSS;Hauptsammelstrassen;Bettingen;verkehrsorientierte Strasse;
47.54503324147572, 7.598985382538208;"{""coordinates"": [[7.598859237608095, 47.5452887229738], [7.599035668105483, 47.544931634211686], [7.599104069025407, 47.54479228040119], [7.599110785395384, 47.544777404439124]], ""type"": ""LineString""}";3952;Münchensteinerstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.54464110888064, 7.599150930789098;"{""coordinates"": [[7.599110785395384, 47.544777404439124], [7.599110798543244, 47.54477735945216], [7.599118274889948, 47.54475901084555], [7.599127346633553, 47.54473672076692], [7.599141449252834, 47.544695626765915], [7.599153106703785, 47.54465417638119], [7.599168309496839, 47.544581395789784], [7.599169461440435, 47.54456249828047], [7.599170294565729, 47.544543592216584], [7.599170822156006, 47.54452467757993], [7.5991709892491, 47.544500726925726]], ""type"": ""LineString""}";3953;Münchensteinerstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.54339483300533, 7.5991613300463055;"{""coordinates"": [[7.599061608153986, 47.543529396815494], [7.599079339725962, 47.543489314102935], [7.59910241471144, 47.54345049214872], [7.599130648143322, 47.5434132639744], [7.59916378856227, 47.54337793571123], [7.599201571255794, 47.543344822502306], [7.599243678221312, 47.54331418560116], [7.599289751611108, 47.54328628631635]], ""type"": ""LineString""}";3954;Münchensteinerstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.543024714281565, 7.5998282748533565;"{""coordinates"": [[7.599289751611108, 47.54328628631635], [7.599317256575934, 47.5432718943048], [7.599345827058021, 47.54325847214462], [7.599375370242284, 47.54324607392591], [7.599533484936878, 47.543174822748384], [7.599665367077944, 47.54310832935671], [7.600081522008632, 47.54289639043813], [7.600365636597902, 47.542760513958804]], ""type"": ""LineString""}";3955;Münchensteinerstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.54258127162908, 7.600724042745079;"{""coordinates"": [[7.600365636597902, 47.542760513958804], [7.60046377189322, 47.54271357401194], [7.600891793307778, 47.54249667806816], [7.601080997647815, 47.54239911959185]], ""type"": ""LineString""}";3956;Münchensteinerstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.575617277527506, 7.588632452935672;"{""coordinates"": [[7.588417146311786, 47.575292325467274], [7.58848426886393, 47.57539340905491], [7.588704471218193, 47.57572507331592], [7.588781582519482, 47.575842557311326], [7.588809987117119, 47.575885834253846], [7.588844415481998, 47.57594433870814]], ""type"": ""LineString""}";3960;Kleinhüningerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.576182382079764, 7.588977099018196;"{""coordinates"": [[7.588844415481998, 47.57594433870814], [7.588910988797416, 47.57605747425338], [7.589068918578664, 47.57635262274534], [7.589106263446359, 47.57642240141186]], ""type"": ""LineString""}";3961;Kleinhüningerstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.57858148254395, 7.5902620287912175;"{""coordinates"": [[7.590033114734573, 47.57815381361707], [7.590067054726219, 47.57821721085071], [7.590490937818898, 47.57900915416285]], ""type"": ""LineString""}";3965;Kleinhüningerstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.58156319886114, 7.591888035586152;"{""coordinates"": [[7.591764437381969, 47.5813779650308], [7.591836129339258, 47.58149157762238], [7.591853797334333, 47.581520271143084], [7.591992167563032, 47.58170924375053], [7.59201696691689, 47.581744834989934]], ""type"": ""LineString""}";3968;Kleinhüningerstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.56078752981116, 7.587570125903398;"{""coordinates"": [[7.58796961423071, 47.56032050626345], [7.587963792175736, 47.56034816941699], [7.587724999481152, 47.56065288555852], [7.587672557531491, 47.56063452448306], [7.587584487235536, 47.56077126965295], [7.587479951997707, 47.56090260356576], [7.58735969329901, 47.561027625859595], [7.587167807744165, 47.561197339159264], [7.587125851089897, 47.56123229723318]], ""type"": ""LineString""}";3969;Drei König-Weglein;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.54589976812285, 7.617873684320912;"{""coordinates"": [[7.617896184896315, 47.545917149925494], [7.617851183745509, 47.5458823863202]], ""type"": ""LineString""}";3974;Hardrain;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54556237958723, 7.617900266178393;"{""coordinates"": [[7.617851183745509, 47.5458823863202], [7.617867562026745, 47.54577557800469], [7.617921909293278, 47.54542129241485], [7.617949348989877, 47.545242372912284]], ""type"": ""LineString""}";3977;Hardrain;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.55619495319028, 7.57724295401612;"{""coordinates"": [[7.577468003444166, 47.5563250336168], [7.577307543412429, 47.5562357458833], [7.577020234505291, 47.55606087125666]], ""type"": ""LineString""}";917;Socinstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.55579680644459, 7.576586402792108;"{""coordinates"": [[7.577020234505291, 47.55606087125666], [7.576292449626704, 47.555617882809464], [7.576152570699354, 47.55553274225611]], ""type"": ""LineString""}";918;Socinstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56484353387441, 7.618931221182425;"{""coordinates"": [[7.618243114423398, 47.565499728575816], [7.618339172142753, 47.56540811432871], [7.618710339846181, 47.56505416897814], [7.618785322472285, 47.564982660901734], [7.619011924815037, 47.56476655990551], [7.619540780284316, 47.56426227130141], [7.619619336826201, 47.564187348490165]], ""type"": ""LineString""}";921;Riburgstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.55235353721791, 7.596669491205652;"{""coordinates"": [[7.597111053486711, 47.552742220124536], [7.596813480094088, 47.55244563292124], [7.596220746557247, 47.55200958269908], [7.596201627993475, 47.551995515348466]], ""type"": ""LineString""}";926;Malzgasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.5565487267366, 7.584886100450911;"{""coordinates"": [[7.585062805230804, 47.55671444425357], [7.58501119110385, 47.55666672536816], [7.584835916838627, 47.55650466238585], [7.584764637549822, 47.55643180358052], [7.584714296171836, 47.556378039173936]], ""type"": ""LineString""}";927;Spalen-Durchgang;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56815004937228, 7.598768618252018;"{""coordinates"": [[7.598592341981798, 47.568234295524185], [7.598592368451724, 47.56823425951306], [7.598613745655435, 47.568214965666414], [7.598637585271899, 47.56819699950229], [7.598663675137145, 47.5681805142034], [7.598691803061163, 47.5681656539589], [7.598721756746967, 47.56815252698341], [7.598753297266772, 47.56814122354069], [7.598786185747484, 47.56813185188228], [7.598820169919974, 47.56812448430323], [7.598854997407718, 47.56811915712454], [7.59889036273326, 47.56811592472763], [7.59893084393201, 47.56811257735875], [7.598961604156923, 47.56811581774409], [7.598961670628117, 47.5681158266463]], ""type"": ""LineString""}";935;Erlenstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.568233924177854, 7.5995628499903205;"{""coordinates"": [[7.598961670628117, 47.5681158266463], [7.598961723783463, 47.568115826573184], [7.598984532856785, 47.56811760292446], [7.599007198402521, 47.56812026085125], [7.599029614029996, 47.568123773519005], [7.600020148173892, 47.56832813682342], [7.600163160045843, 47.56835763587107]], ""type"": ""LineString""}";936;Erlenstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.56862812684922, 7.601046920487727;"{""coordinates"": [[7.600163160045843, 47.56835763587107], [7.600259990683198, 47.56837761152054], [7.600683799175315, 47.56851233312997], [7.601928195226938, 47.56890811740773]], ""type"": ""LineString""}";937;Erlenstrasse;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.56952796898258, 7.603877153970331;"{""coordinates"": [[7.603497996394097, 47.56940736847653], [7.604239296241712, 47.56964315723011], [7.604256310036715, 47.569648574233135]], ""type"": ""LineString""}";939;Erlenstrasse;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.54879677353307, 7.577794730519435;"{""coordinates"": [[7.578119470669932, 47.548651215454065], [7.578096012139702, 47.54866179319259], [7.577573274571847, 47.548897496076094], [7.577466872297489, 47.548934506208866]], ""type"": ""LineString""}";946;Rotbergerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.55735878618703, 7.586522431738814;"{""coordinates"": [[7.586768710513587, 47.557688918317425], [7.586725542586151, 47.55760236354144], [7.586671302146422, 47.55751871879001], [7.586606376355406, 47.55743864009884], [7.586519425919223, 47.55735028809822], [7.586318206838804, 47.5571245307171], [7.586295845184374, 47.55710010508716], [7.586269980550491, 47.55707732074845], [7.586240866020782, 47.55705641121524]], ""type"": ""LineString""}";950;Spalenberg;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.52973390350349, 7.587464146882948;"{""coordinates"": [[7.587433846404552, 47.530250502696475], [7.587438540071432, 47.530119132992226], [7.587449528577981, 47.52998792612388], [7.587466812328488, 47.529857043977906], [7.587481175727189, 47.52931178427462], [7.587483686014308, 47.52921661744559]], ""type"": ""LineString""}";961;Oscar Frey-Strasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.58011567040376, 7.639602876274188;"{""coordinates"": [[7.639724937150551, 47.58024114624657], [7.639480815397827, 47.579990194560935]], ""type"": ""LineString""}";965;Holzmühleweg;;;Riehen;;
47.58136701336923, 7.593149733240816;"{""coordinates"": [[7.59313617544536, 47.58133036870435], [7.593163291036272, 47.58140365803411]], ""type"": ""LineString""}";969;Hochbergerplatz;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
